4-12 1.33683
5-12 1.31813
6-12 0.996074
7-12 0.834972
1-12 0.894327
2-12 1.15883
3-12 1.10888
4-12 0.758906
5-12 0.65123
6-12 0.572545
7-12 0.607848
1-12 1.14721
2-12 0.863598
3-12 0.78827
4-12 0.831386
5-12 0.591149
6-12 0.927328
7-12 1.43449
1-12 1.08357
2-12 0.765461
3-12 1.15875
4-12 1.26178
5-12 0.987427
6-12 0.657272
7-12 1.38304
1-12 1.12567
2-12 1.01771
3-12 0.707844
